TempOut;OutHum;SolarRad
27.3;73;27
26.6;76;18
26.6;77;9
26.3;80;0
26;80;0
25.9;77;0
25.6;78;0
25.3;80;0
24.9;79;0
24.5;82;0
24.7;80;0
24.6;81;0
24.5;83;0
24.3;83;0
24.3;83;0
24.3;83;0
24.1;83;0
23.8;84;0
23.6;83;0
23.4;83;0
23.4;82;0
23.2;82;0
23.2;81;0
22.9;82;0
23.2;81;0
23;81;0
22.6;83;0
22.3;84;0
22.3;84;0
22.3;84;0
23.1;81;0
23.1;81;0
22.9;83;0
22.3;84;0
22.1;85;0
22.1;86;0
21.9;87;0
22.7;83;0
23.4;80;0
23.6;78;0
23.4;79;0
23.3;79;0
23.2;80;0
23.2;78;0
23;79;0
22.9;79;0
22.8;80;0
22.9;80;0
22.9;80;0
22.6;82;0
22.4;83;0
21.9;85;0
22.8;81;0
22.2;83;6
21.6;87;24
22.4;85;49
23.3;80;67
23.9;78;88
23.9;78;92
23.9;79;117
24.2;79;162
24.4;77;215
25.3;75;333
25.7;74;390
26.3;73;427
26.9;71;582
26.7;72;557
26.7;71;456
27.3;70;559
28.2;67;784
28.4;67;785
28.2;66;792
28.8;65;814
28.7;63;829
29.7;61;831
29.4;62;821
29;62;576
30.8;62;864
28.3;65;277
29.7;63;871
29.2;63;675
28.9;65;232
29.2;65;355
28.8;67;416
29.6;63;791
28.3;66;317
28.8;65;370
29.1;64;387
28.9;65;172
29.3;64;463
28.8;65;177
28.3;66;131
28.1;68;72
28;68;78
27.6;70;65
26.9;73;52
26.2;75;19
25.7;79;17
25.5;79;12
25.2;80;2
24.7;81;0
24.4;82;0
24.1;83;0
23.7;85;0
23.8;86;0
23.5;86;0
23.6;86;0
23.7;86;0
23.9;86;0
23.9;87;0
23.8;90;0
23.3;94;0
23.2;94;0
23;95;0
23;96;0
23.3;96;0
23.4;95;0
23.6;95;0
23.3;94;0
23.1;94;0
22.8;93;0
22.8;91;0
22.9;87;0
22.3;89;0
22.8;86;0
22.5;86;0
22;88;0
21.6;90;0
21.7;89;0
21.6;89;0
21.3;90;0
20.9;93;0
20.6;94;0
20.3;94;0
20.7;93;0
20.6;94;0
20.4;94;0
20.4;94;0
20.4;95;0
20.2;95;0
20.2;94;0
20.1;95;0
19.9;95;0
20.2;94;0
20.3;94;0
20.3;94;0
20.7;93;0
20.8;92;0
20.8;93;0
21;93;1
21.6;90;15
22.2;87;29
22.6;84;45
22.6;85;35
23.2;82;86
23.9;83;247
24.4;79;308
24.9;77;368
25.2;76;419
25.8;76;494
25.8;73;557
26.2;73;617
26.7;70;663
26.7;71;703
27.4;67;739
27.4;69;772
27.6;69;804
27.6;67;827
28.3;64;847
28.4;63;861
28.6;61;873
28.2;62;878
28.1;62;881
28.8;60;877
28.7;60;871
28.9;61;859
29.4;63;842
29.4;60;820
29.2;60;797
29.5;59;771
29.4;60;705
28.9;62;717
28.6;65;255
28.9;61;505
28.5;63;149
28.8;62;365
28.1;64;153
28.4;64;106
28.1;65;49
27.7;66;44
27.4;65;50
26.8;68;32
26.6;69;24
26.2;70;19
25.8;74;11
25.3;75;0
24.8;79;0
24.7;80;0
24;79;0
24.3;78;0
24.7;78;0
24.5;77;0
24.3;78;0
23.8;80;0
23.3;80;0
23.7;80;0
23.8;77;0
24;77;0
24.1;77;0
24;76;0
23.8;78;0
22.3;84;0
22.2;85;0
21.9;86;0
22.3;85;0
22.4;86;0
22.2;86;0
22;86;0
21.5;88;0
21.2;88;0
21;88;0
21.5;86;0
21.1;87;0
21.5;82;0
22.8;75;0
23.1;72;0
22.9;74;0
22.9;74;0
23.2;74;0
23;76;0
22.8;77;0
22.6;77;0
22.6;78;0
22.5;79;0
22.5;80;0
22.4;81;0
22.3;81;0
22.3;82;0
22.3;82;0
21.9;84;0
21.6;85;0
22.2;82;0
21.9;84;0
21.9;84;0
21.7;85;0
22.1;82;3
22.1;81;15
22.2;80;20
22.4;78;27
22.7;79;33
23.2;76;86
23.6;75;293
24.1;74;355
24.8;72;410
24.9;70;469
25.3;71;522
25.7;70;554
26.4;70;618
26.4;67;661
26.7;67;707
27.1;65;740
27.5;62;774
27.5;63;837
27.5;63;840
27;64;657
28.2;60;858
28.4;60;885
28.6;63;905
28.4;59;883
28.8;59;883
28.7;61;878
28.6;61;863
29.6;59;858
29.1;58;785
29.3;58;799
29.3;59;769
29.2;59;735
29.1;61;693
28.9;61;449
28.9;64;496
28.3;66;242
28.2;65;343
27.9;68;121
27.7;67;53
27.3;68;48
27;70;41
26.8;70;41
26.5;71;34
26.3;72;27
25.9;74;19
25.7;75;15
25.3;75;3
25.2;75;0
25.1;78;0
24.6;80;0
24.7;78;0
23.8;82;0
23.8;82;0
23.3;84;0
23.1;84;0
23.1;84;0
23.2;84;0
22.7;87;0
22.3;89;0
22.1;90;0
22;90;0
21.7;92;0
21.6;92;0
21.3;93;0
21.3;92;0
21.4;92;0
21.3;92;0
20.9;93;0
20.9;94;0
21.2;93;0
20.9;94;0
21;94;0
21.4;92;0
22.4;84;0
22.1;85;0
22.3;85;0
22.2;85;0
22.6;81;0
22.6;80;0
22.4;80;0
22.2;81;0
22.1;81;0
21.9;82;0
22.1;81;0
21.9;82;0
22.1;81;0
22.6;78;0
22.6;78;0
22.4;78;0
22.3;78;0
22.3;80;0
22.1;82;0
22.1;83;0
22.1;83;0
22.1;84;0
22;84;0
22.1;84;5
22.3;83;14
22.6;82;23
23;81;28
23.3;81;34
23.6;78;80
24.3;76;289
24.9;75;334
25.3;73;421
25.8;72;462
25.8;73;515
26.3;70;544
27.1;69;643
26.4;68;539
27.8;64;808
26.9;67;359
27.5;63;527
27.3;61;514
28.3;58;587
28;62;571
28.1;58;774
28.7;59;799
29.2;56;889
29.3;58;917
29.4;55;907
29.8;58;898
29.3;57;855
29.4;60;842
29.8;57;816
29.3;58;789
30;57;779
29.4;60;726
29.4;62;561
28.9;62;284
28.4;63;228
27.8;66;148
28;67;171
27.4;68;188
27;71;133
26.8;70;153
26.2;72;128
25.9;73;57
25.7;74;44
25.8;74;60
25.7;74;34
25.5;75;12
25.1;76;1
24.9;78;0
24.9;78;0
24.3;81;0
24.4;80;0
24.5;79;0
24.4;80;0
24;84;0
23.8;85;0
23.7;84;0
23.5;85;0
24.1;83;0
23.6;85;0
23.4;86;0
22.9;88;0
22.5;89;0
22.3;90;0
22.4;90;0
22.2;91;0
21.7;91;0
21.4;93;0
21.4;93;0
21.2;93;0
21.2;93;0
21;94;0
20.8;94;0
20.8;94;0
20.7;94;0
20.7;94;0
20.6;95;0
20.4;95;0
20.4;95;0
20.3;94;0
20.4;94;0
21.4;91;0
21.3;90;0
21.3;89;0
20.8;91;0
20.2;93;0
20.2;94;0
20.2;93;0
20.7;91;0
20.1;93;0
19.4;95;0
19.4;95;0
19.1;95;0
18.9;95;0
19.1;96;0
18.9;95;0
19;96;0
19.2;95;3
19.1;95;12
19.9;95;18
20.5;92;23
21.3;90;26
21.9;89;63
23.8;84;275
24.3;78;327
24.8;75;385
25.3;73;467
26.3;72;534
26.1;73;566
26.4;70;634
26.8;68;675
27.1;68;717
27.3;68;754
28;67;787
28.4;64;814
28.8;62;835
29;60;854
29.6;59;869
29.9;55;878
30.1;57;887
29.9;60;888
30.2;55;885
30.7;53;880
30.9;50;872
30.9;55;857
31;50;835
30.9;55;881
31.2;54;823
30.7;52;668
30.8;54;744
30.4;54;350
30.6;55;420
30.5;54;224
30.6;56;290
29.7;59;89
28.9;62;49
29.1;61;62
29.6;62;68
29.2;70;52
28.5;72;60
28.2;73;71
27.5;75;27
26.8;77;17
26.4;79;3
26.1;79;0
26;78;0
25.9;79;0
25.3;82;0
25.3;81;0
25.2;82;0
25;82;0
24.9;83;0
24.7;83;0
24.4;84;0
24.3;84;0
24.3;83;0
24;85;0
23.6;86;0
24.1;84;0
24.1;84;0
24.1;83;0
24.1;83;0
23.9;84;0
24;83;0
24.1;82;0
24.1;83;0
23.9;83;0
23.8;83;0
23.8;84;0
23.5;85;0
23;87;0
22.8;88;0
21.9;91;0
21.8;92;0
21.9;92;0
21.9;92;0
22.2;92;0
22.1;92;0
21.7;93;0
21.7;94;0
21.3;94;0
21.4;95;0
21.8;93;0
21.6;94;0
21.4;95;0
21.2;95;0
21.1;96;0
21.1;95;0
21.1;95;0
21.6;96;0
21.6;95;0
21.4;95;0
21.2;96;0
21.2;95;2
21;95;10
21.6;96;20
22.2;94;25
23.1;92;30
24.5;89;57
25.1;86;254
26;83;308
26.1;83;385
26.1;83;402
26.8;81;446
27.5;81;488
27.7;79;607
27.8;75;604
28.3;76;702
28.4;73;732
29.2;71;773
28.8;69;842
29.2;72;843
28.4;70;498
29.8;67;614
30.4;65;806
29.8;66;661
29.9;66;611
30.1;67;469
29.4;68;256
29.9;68;452
29.9;68;334
31.2;67;812
31.8;62;819
30.7;63;512
30.9;66;301
30.8;65;369
30.1;68;205
31.3;64;502
30;66;182
29.7;68;119
30.2;67;142
30.6;66;138
29.8;74;88
29.6;74;108
29.2;76;68
28.8;77;68
28.3;79;34
27.9;80;17
27.3;83;13
26.7;85;2
26.4;86;0
26.2;87;0
25.9;88;0
25.8;89;0
25.6;90;0
25.8;89;0
25.9;89;0
26;89;0
25.9;89;0
25.9;90;0
25.8;90;0
25.7;90;0
25.4;91;0
25.6;92;0
25.4;91;0
25.1;92;0
25.1;92;0
25.1;92;0
25.1;92;0
25;93;0
25;91;0
24.7;92;0
24.2;93;0
23.8;94;0
23.6;95;0
23.5;94;0
23.6;95;0
23.7;94;0
23.8;96;0
23.8;95;0
23.8;95;0
23.9;96;0
23.7;95;0
23.7;96;0
23.2;95;0
23;96;0
23;96;0
23.1;96;0
23.1;96;0
23.3;97;0
23.2;97;0
23.1;97;0
23;97;0
22.9;97;0
22.7;97;0
22.4;97;0
22.2;97;0
22.1;97;0
22;97;0
22.1;97;1
21.8;97;10
22.1;97;15
22.6;97;24
23.2;96;31
24.2;97;54
25.7;89;240
26.1;89;246
26.3;85;361
26.9;83;443
27.5;80;493
27.8;78;533
28.3;76;587
29;76;662
28.7;76;685
29.3;76;735
28.7;74;233
29;74;403
29.1;74;387
30.4;70;887
30.7;67;899
31.2;65;884
31.2;64;776
31.3;63;800
31.4;62;640
30.9;66;465
32.7;57;930
32.7;58;960
31.3;61;328
31.9;59;390
31.7;59;537
32;58;799
32.2;59;668
31.8;59;411
32.2;57;436
31.6;66;219
30.4;70;187
30.7;72;198
30.3;74;102
29.9;75;96
29.3;77;121
28.9;78;74
28.2;81;64
27.9;82;70
26.9;87;47
26.3;89;22
25.9;90;3
25.7;90;0
25.8;91;0
25.7;91;0
25.7;92;0
25.7;91;0
25.6;92;0
25.2;94;0
25;95;0
25.1;95;0
25.1;95;0
24.5;95;0
24.6;95;0
24.5;92;0
24.3;95;0
24.3;95;0
24.1;95;0
24.1;95;0
23.9;96;0
23.8;96;0
23.7;97;0
23.7;97;0
23.7;97;0
23.6;97;0
23.5;97;0
23.5;97;0
23.4;97;0
23.2;97;0
23.3;97;0
23.1;97;0
23.1;97;0
23.1;97;0
23.5;97;0
23.7;97;0
24.2;96;0
24.1;96;0
23.9;96;0
23.9;95;0
23.8;94;0
23.9;92;0
23.7;92;0
23.6;93;0
23.6;92;0
23.7;90;0
23.7;90;0
23.6;89;0
23.5;90;0
23.7;89;0
23.2;91;0
23.5;90;0
23.1;91;1
23.7;89;12
24.1;86;33
24.4;85;43
24.7;84;58
24.8;85;53
25.3;82;209
26.1;79;279
26.4;80;315
26.8;77;428
27.4;75;501
28;72;550
28.3;71;587
28.4;69;645
29.2;68;686
29.1;68;723
29.3;65;760
29.7;67;784
29.6;67;811
29.8;65;833
30.1;63;836
30.7;62;839
30.9;60;834
30.7;59;885
31.2;58;867
30.7;57;859
31;57;848
31.5;56;841
31.9;54;835
31.9;57;792
32.1;55;766
31.3;56;715
31.2;55;664
30.8;56;441
30.6;56;444
30.5;57;172
30.1;59;227
29.9;60;127
29.6;59;87
29.5;59;88
29.3;60;74
29.3;59;59
28.9;60;45
28.7;60;35
28.3;61;26
27.6;64;12
26.8;67;1
25.9;72;0
25.8;71;0
26.1;71;0
25.8;73;0
25.4;75;0
24.9;77;0
24.2;80;0
24.6;79;0
23.4;84;0
23.3;85;0
23.4;84;0
23.4;84;0
24.2;80;0
24.2;79;0
24.2;81;0
24.2;80;0
23.9;81;0
23.8;82;0
23.8;83;0
23.7;84;0
23.8;84;0
23.8;84;0
23.5;84;0
23.6;83;0
23.6;83;0
23.5;83;0
23.2;84;0
23.2;84;0
23.1;84;0
23.4;83;0
23.4;83;0
23.4;83;0
23.1;85;0
22.8;86;0
22.8;86;0
22.4;87;0
22.3;87;0
22.6;87;0
22.4;87;0
22.5;87;0
22.6;86;0
22.2;88;0
22.7;85;0
23.2;82;0
23;83;0
23.3;82;0
21.9;88;0
21.5;90;0
21.2;91;0
21.1;92;6
22.1;89;27
22.4;88;46
22.8;86;69
23.7;83;91
24.1;81;119
24.4;79;179
24.8;79;207
25.3;77;262
25.6;77;276
26.1;77;328
26.4;75;379
26.8;74;445
27.3;72;504
27.9;70;639
27.8;71;750
28.1;70;670
28.1;69;763
27.4;70;735
27.1;70;417
27.1;71;337
27.3;69;369
27.3;71;390
28.6;68;706
28.9;65;878
28.8;67;751
28.8;66;768
28.9;65;754
29.2;65;898
29.3;62;864
29.4;63;874
29.9;61;838
30;59;828
29.8;63;636
29.1;65;451
28.1;65;297
28.2;65;294
28;66;227
27.9;66;193
27.5;68;172
27.2;70;141
27.1;71;107
26.8;71;86
26.6;72;61
26.1;75;33
25.7;75;14
25.4;76;2
25.1;77;0
24.3;81;0
24.4;79;0
24.3;79;0
24.5;78;0
23.8;82;0
23.8;82;0
23.7;83;0
22.8;86;0
22.3;88;0
22.2;89;0
22.2;89;0
21.8;90;0
22.1;90;0
22.1;90;0
22.9;88;0
23;87;0
22.6;89;0
22.2;90;0
21.8;92;0
21.9;91;0
22.2;91;0
21.6;93;0
21.8;93;0
21.4;93;0
21.3;94;0
21.3;93;0
21.3;93;0
21.7;91;0
21.6;91;0
21.2;92;0
21.1;93;0
20.9;93;0
21.2;93;0
21.8;91;0
22.4;88;0
21.7;90;0
22.2;88;0
22.3;87;0
22.4;86;0
22.3;86;0
22.2;86;0
21.4;89;0
21.9;87;0
21.9;87;0
22.7;84;0
22.9;83;0
22.4;85;0
21.1;90;0
22.2;87;2
21.8;88;9
21.2;91;19
22.7;87;30
23.3;84;38
23.7;83;57
23.9;83;256
24.8;81;350
25.2;80;413
25.4;80;470
25.2;80;421
25.8;79;584
26.7;75;625
26.6;75;515
27.2;72;676
27.8;70;682
27.7;69;627
28.1;68;510
29.1;66;904
29.6;63;807
29.9;63;946
28.2;66;747
28.2;67;484
29.7;63;876
30.4;58;948
30.7;61;885
30.7;60;835
29.2;64;599
30.4;59;841
29;63;300
30.2;63;717
29.9;60;650
29.5;62;549
29.8;61;397
29.7;62;388
29.4;63;187
29.3;64;277
29.2;64;167
28.8;66;74
28.4;66;64
28.2;67;66
27.9;67;64
27.6;68;80
27.1;69;36
26.6;71;27
26.3;73;16
26.2;72;4
26.2;72;0
26;73;0
25.6;74;0
25.6;74;0
25.4;74;0
25.4;74;0
25.2;76;0
25;76;0
25.2;77;0
25.1;76;0
25.1;77;0
24.9;79;0
24.8;78;0
24.6;78;0
24.3;79;0
24;79;0
24.1;79;0
24.1;79;0
24.2;79;0
24.2;80;0
23.9;81;0
23.6;82;0
23.9;80;0
24;79;0
23.9;80;0
23.9;80;0
23.9;79;0
24.1;79;0
24.2;78;0
24.2;78;0
24;79;0
24;78;0
24;79;0
23.8;79;0
23.8;79;0
23.8;78;0
23.9;77;0
23.8;78;0
23.8;78;0
23.8;77;0
23.8;77;0
23.8;77;0
23.7;78;0
23.6;78;0
23.5;78;0
23.4;79;0
23.2;81;0
22.9;81;0
22.5;83;0
22.7;83;2
22.3;85;12
22.5;85;19
23.2;82;24
23.7;80;29
24.1;79;34
24.7;79;210
24.8;76;233
24.9;75;284
25.5;74;319
26.4;72;516
26.6;71;564
27.1;69;628
27.4;68;656
27.8;67;673
27.9;66;730
27.8;67;759
28.3;64;784
28.8;63;806
28.8;63;829
28.5;64;848
29.2;63;858
29.2;63;865
29.4;63;882
29.1;66;874
29.4;63;879
29.1;64;868
29;64;841
29.1;64;829
29.3;64;829
29.1;65;811
28.6;66;735
28.4;66;645
28;66;475
28;67;518
27.9;66;127
27.9;67;212
27.9;67;134
27.9;67;51
27.6;69;50
27.2;70;64
26.4;73;43
25.8;75;32
25.7;73;25
25.3;73;21
24.9;76;11
24.5;78;3
24.2;79;0
24.3;79;0
24.2;79;0
24.2;78;0
24.2;77;0
24.1;76;0
23.8;77;0
23.6;79;0
23.7;79;0
23.5;79;0
23.3;81;0
23.1;83;0
23.1;83;0
22.9;83;0
23.2;82;0
23.1;82;0
23.3;81;0
23.1;83;0
22.8;83;0
22.8;83;0
22.2;85;0
22.3;86;0
22.3;86;0
22.3;86;0
22.3;86;0
22.3;86;0
22.2;87;0
22.4;86;0
22.3;85;0
22;85;0
21.8;85;0
21.9;84;0
21.8;84;0
21.7;84;0
21.8;83;0
21.6;83;0
21.2;85;0
21.3;84;0
21.5;84;0
22;82;0
22.2;81;0
21.7;82;0
21.8;82;0
21.6;83;0
20.8;87;0
19.9;90;0
20.1;89;0
21.2;85;0
20.2;89;0
20.1;90;2
19.6;92;12
19.9;91;19
21.2;87;24
22.6;82;29
22.9;81;35
23.7;80;243
24.4;76;379
25.4;74;511
25.4;74;395
26.1;73;534
26.7;70;577
26.7;70;612
27.3;69;645
27.4;65;684
28;65;720
28;62;753
28.7;63;784
28.7;60;812
29.3;57;831
29.6;56;850
29.8;52;863
30.2;55;868
30.1;52;871
29.9;55;870
30.9;53;864
31.3;52;859
31.2;51;856
31.4;48;859
32.1;46;794
31.1;47;779
31.6;45;740
31.4;45;577
30.6;47;425
30.9;47;375
30.8;47;135
30.5;48;227
30.3;47;163
30.3;48;59
29.6;56;74
29.4;59;102
29.1;59;88
28.9;60;79
28.7;62;61
28.2;63;26
27.2;68;10
26.3;71;1
25.9;72;0
25.6;73;0
25.4;74;0
25.3;74;0
25.2;75;0
24.5;79;0
24.8;78;0
24.2;80;0
23.9;82;0
23.6;82;0
23.1;84;0
22.9;86;0
22.6;86;0
22.4;87;0
22.7;86;0
22.2;88;0
22.3;88;0
22.5;87;0
22.2;88;0
21.7;90;0
21.8;90;0
21.4;91;0
21.7;90;0
21.7;90;0
21.6;90;0
21.2;92;0
21.9;90;0
22;90;0
22.1;90;0
21.8;91;0
21.5;92;0
21.5;93;0
21.4;93;0
21.4;92;0
21.5;92;0
22.7;86;0
22.1;89;0
22.1;90;0
21.8;91;0
21.8;91;0
21.7;91;0
21.4;92;0
21.4;91;0
21.2;92;0
20.9;92;0
20.9;92;0
20.8;93;0
21;92;0
20.8;93;0
21.2;92;2
22.1;87;13
22.6;85;24
22.6;86;35
23.3;82;41
23.8;80;46
24.4;80;198
24.8;77;313
25.6;75;368
25.8;75;436
26.8;72;484
27.2;72;537
27;72;569
27.5;73;632
28.1;68;671
28.3;70;706
28.8;67;742
29;64;773
29.2;62;799
29.4;61;822
29.6;60;838
29.8;62;853
29.4;61;866
30.3;58;878
30.2;58;873
30.4;57;884
31.5;54;889
30.9;56;867
31.4;54;847
32.1;51;779
31.3;53;500
32;51;866
30.1;62;251
29.2;67;122
29.3;69;170
29.8;68;253
28.8;72;171
28.6;72;145
28.8;73;127
29.1;73;157
28.9;73;121
28.1;75;61
27.6;78;41
27.1;79;47
26.8;80;41
26.4;81;17
26.1;82;1
25.8;83;0
25.5;83;0
25.4;84;0
25.2;84;0
25.1;85;0
24.9;86;0
24.7;87;0
24.6;87;0
24.4;87;0
24.2;88;0
24.1;88;0
24.1;89;0
24.3;89;0
24.4;89;0
24.3;89;0
24;89;0
23.7;90;0
23.9;89;0
24.2;89;0
23.7;91;0
23.7;91;0
23.6;91;0
23.8;91;0
23.1;92;0
23.1;93;0
23.2;92;0
23.1;93;0
23.2;92;0
23.7;91;0
23.2;91;0
23.1;92;0
23.4;92;0
22.8;93;0
23.1;93;0
22.6;93;0
22.8;91;0
22.4;92;0
22.1;92;0
21.9;93;0
21.8;91;0
21.5;93;0
21.6;92;0
21.2;93;0
21.1;94;0
20.8;94;0
20.7;94;0
21.1;93;0
21;92;0
20.8;93;0
20.6;95;0
20.6;94;8
20.9;94;17
22.3;90;23
23.3;86;28
23.5;84;35
24.1;82;188
24.6;81;330
25.3;79;387
25.3;78;438
26.2;76;497
26.2;75;546
26.8;73;580
26.7;73;640
27.4;73;685
27.6;72;668
28.1;67;785
29.6;65;816
28.6;67;503
29.3;60;814
30.3;57;879
29.9;58;851
29.9;57;917
30.8;55;995
30.5;56;936
31;49;899
31.1;51;868
31.6;51;855
30.9;50;834
31.3;48;807
30.8;47;778
31.1;48;736
30.7;48;563
30.3;50;500
30.5;51;366
30.3;52;160
30.3;53;239
30.2;63;183
29.6;67;135
28.8;63;82
29.1;66;79
28.3;74;57
27.8;77;49
27.8;77;65
26.9;80;45
26.4;82;20
25.6;85;4
25.2;87;0
25.1;87;0
25.1;87;0
24.8;89;0
24.6;89;0
24.5;90;0
24.6;89;0
24.6;89;0
24.3;91;0
24.3;90;0
24.2;91;0
24.3;91;0
24.1;92;0
24.2;93;0
24.1;93;0
23.8;94;0
23.7;94;0
23.8;94;0
23.9;94;0
23.9;94;0
23.8;94;0
23.6;94;0
23.3;95;0
23.3;95;0
23.3;95;0
23.2;95;0
23.2;95;0
23.2;96;0
23.3;96;0
23;95;0
22.6;95;0
22.5;96;0
22.8;95;0
22.8;95;0
22.4;95;0
22.4;95;0
22.5;95;0
22.1;95;0
22.2;96;0
22.1;95;0
22;96;0
21.5;95;0
21.4;95;0
21.3;95;0
20.9;95;0
20.8;95;0
20.5;95;0
20.3;95;0
20.1;96;0
20.1;96;1
20.1;96;10
20.2;96;17
21.1;94;23
22.3;91;28
23.3;86;34
23.9;84;165
24.3;81;298
24.8;80;357
25.6;79;446
25.7;77;502
26.7;74;560
26.8;72;612
27.2;69;661
28.1;66;682
28.3;60;716
28.7;60;748
28.9;60;779
29.7;63;813
29.3;56;829
29.9;56;828
29.9;56;862
31.1;47;877
30.8;48;877
30.2;49;876
30.6;47;871
30.9;45;866
30.9;44;847
30.9;44;827
31.6;44;805
31.4;46;777
31.2;44;743
30.6;42;554
30.7;43;495
30.7;42;416
30.8;44;203
30.6;44;272
30.3;48;209
29.4;57;150
29.5;57;128
29.8;57;136
29.6;59;84
28.4;70;64
27.8;74;52
27.3;76;24
26.7;79;11
26.6;80;1
26.6;73;0
26.3;73;0
26.1;74;0
25.9;74;0
25.7;75;0
25.3;76;0
25.4;76;0
25.2;76;0
25.1;76;0
24.9;76;0
24.6;78;0
24.7;78;0
24.4;78;0
24.3;78;0
24.2;78;0
24.1;79;0
24;79;0
23.7;80;0
23.4;81;0
23.5;81;0
23.1;82;0
22.7;84;0
22.1;87;0
22.2;87;0
21.9;88;0
21.5;89;0
21.2;90;0
21.2;90;0
21.2;90;0
21.4;89;0
21.2;90;0
20.8;91;0
20.6;92;0
20.6;92;0
20.4;92;0
20.3;93;0
20.2;93;0
20.4;93;0
20.9;92;0
20.6;92;0
20.3;93;0
20.1;93;0
20;94;0
20;94;0
19.9;93;0
20.6;92;0
20.9;92;0
21.2;91;0
20.9;91;0
20.6;92;1
20.4;94;10
20.5;92;17
21.1;92;22
21.6;91;26
23.2;86;32
24.8;79;162
25.3;78;294
25.7;76;373
25.9;75;437
26.8;73;489
27.2;73;551
27.6;72;513
27.2;72;349
28.2;72;678
28.8;66;745
28.7;67;760
29.1;64;774
29.2;63;808
29.5;64;817
29.1;64;702
29.8;66;574
28.8;65;286
29.2;64;466
28.9;66;235
28.5;67;318
28.7;67;257
28.7;67;283
28.9;67;281
28.5;67;195
29.3;66;448
30.3;61;768
30.3;62;746
29.1;64;130
29.2;66;260
28.9;65;208
29.4;65;243
29;66;127
28.4;72;137
27.8;73;39
27.6;75;44
27.5;75;61
27.4;72;42
26.7;75;39
26.4;76;33
26.2;75;14
25.9;76;6
25.4;78;0
25.2;79;0
24.2;82;0
24.4;82;0
23.9;83;0
23.7;84;0
23.6;84;0
23;87;0
22.7;88;0
22.8;88;0
22.4;89;0
22.6;89;0
22.3;90;0
22.1;91;0
21.8;92;0
22.1;91;0
21.6;92;0
22.3;89;0
22;90;0
21.6;91;0
21.6;92;0
21.3;92;0
21.4;92;0
21.5;92;0
22.4;89;0
22.7;87;0
22.7;86;0
22.8;86;0
22.6;87;0
21.8;89;0
21.3;91;0
21.9;89;0
21.7;90;0
22.8;84;0
22.7;85;0
22.9;84;0
23.1;83;0
22.8;84;0
22.2;87;0
22.7;85;0
23;84;0
22.8;85;0
22.6;86;0
22.8;85;0
22.8;85;0
22.9;85;0
22.6;86;0
22.2;88;0
22.7;86;0
22.5;87;1
22.7;87;10
23.2;85;17
23.5;84;23
23.8;84;28
24.3;82;35
24.8;81;180
25.4;78;321
26.3;75;382
27.2;73;436
27.2;70;483
27.8;68;550
27.7;67;568
28.3;66;635
28.5;66;678
28.3;67;738
28.6;66;784
28.8;64;793
29.2;63;813
29.3;64;836
29.9;63;960
30.1;62;1034
29.4;63;954
30;62;946
30.6;60;915
30.5;59;892
29.9;60;879
30.4;58;878
29.7;60;901
29.9;59;768
30;59;766
30.2;59;725
29.9;58;631
29.8;60;465
29.8;59;451
29.2;61;230
29;62;213
28.8;63;185
28.7;63;126
28.1;64;71
27.9;64;86
28.2;63;107
27.2;66;63
26.6;68;34
26.2;69;26
25.8;69;14
25.4;70;4
25.1;71;0
24.8;72;0
24.5;75;0
24.4;76;0
24.3;78;0
24.1;78;0
23.9;77;0
23.9;76;0
23.9;76;0
23.8;76;0
23.9;76;0
23.9;76;0
23.8;77;0
23.7;77;0
23.8;78;0
23.7;79;0
23.6;79;0
23.4;80;0
23.3;80;0
23.3;81;0
23.4;80;0
23.4;80;0
23.4;80;0
23.4;80;0
23.5;79;0
23.6;79;0
23.8;77;0
24.2;74;0
24.1;74;0
23.8;75;0
23.8;75;0
23.7;75;0
23.9;74;0
24;74;0
24.2;73;0
23.7;75;0
23.8;73;0
23.8;74;0
23.6;76;0
23.7;77;0
23.8;77;0
23.9;77;0
23.8;78;0
23.7;78;0
23.8;77;0
23.7;78;0
23.8;78;0
23.7;79;0
23.4;80;0
23.3;81;1
23.3;81;9
23.3;81;16
23.9;79;25
24.2;78;28
24.5;77;32
24.8;76;169
25.6;74;319
25.9;73;375
26.3;72;429
26.6;72;482
27.3;71;531
27.3;68;550
27.7;68;649
28.3;66;702
28.4;65;714
27.8;67;763
28.7;65;776
29.3;62;848
28.9;62;768
29.2;61;928
28.7;63;880
29.4;61;834
29.8;59;885
29.6;58;871
29.8;58;945
29.9;62;887
29.8;60;832
30.1;59;809
30.4;54;793
29.7;57;746
30.1;56;733
29.8;56;654
29.5;57;602
28.9;59;353
28.7;61;153
28.6;62;191
28.2;63;150
28.2;63;67
28.1;63;47
28.1;64;76
27.6;63;67
27.1;64;34
26.8;64;33
26.3;66;21
25.8;67;14
25.5;68;4
25.1;71;0
24.7;74;0
24.4;75;0
24.1;76;0
23.8;77;0
23.7;78;0
23.7;77;0
23.8;77;0
23.5;78;0
23;80;0
23.4;78;0
23.8;76;0
23.7;77;0
23.6;79;0
23.3;79;0
23.3;79;0
23.5;79;0
23.5;79;0
23.3;79;0
23.3;79;0
23.5;78;0
23.7;78;0
23.7;78;0
23.7;78;0
23.6;78;0
23.6;78;0
23.5;78;0
23.6;77;0
23.7;77;0
23.7;78;0
23.8;77;0
23.7;78;0
23.7;77;0
23.7;77;0
23.7;77;0
23.6;78;0
23.6;78;0
23.8;78;0
23.8;77;0
