TempOut;OutHum;SolarRad
23.7;93;0
23.4;95;0
23.6;95;0
24.3;94;0
24;94;0
23.8;95;0
23.4;96;0
23.2;96;0
22.6;96;0
23.5;90;0
23;93;0
22.3;95;0
22.1;95;0
22.4;92;0
21.6;95;0
21.3;96;0
21.3;95;0
21.2;95;0
21.1;95;0
21.3;94;0
21.1;95;0
20.8;95;0
20.8;95;0
20.9;95;0
20.9;95;0
21.2;94;0
21.3;94;0
21.3;94;0
21.7;92;0
22;91;0
22.2;90;0
21.7;91;0
22.1;89;0
22.9;84;0
22.7;85;0
22.8;87;0
23.6;82;0
23.8;81;3
23.2;85;16
22.8;87;25
23.8;84;32
24.1;84;39
24.2;84;52
24.3;84;73
24.8;82;69
25.4;80;371
25.8;75;513
26;75;572
26.6;73;624
26.9;70;682
27.2;69;713
27.5;68;770
27.9;67;805
27.9;67;849
28.6;65;881
28.4;64;900
28.6;66;933
28.8;66;950
29.3;65;959
29.1;66;961
29.3;64;951
29.2;65;953
29.7;64;962
29.9;65;963
29.7;61;934
29.7;61;907
29.3;65;886
29.6;62;858
29.6;62;824
29.8;61;815
29.8;61;764
29.4;61;726
29.2;62;634
29;63;512
28.4;65;245
28.1;66;207
27.8;68;175
27.8;69;159
27.6;72;130
27.2;71;100
26.8;72;73
26.1;80;52
25.4;84;32
24.7;85;12
24.1;86;0
23.5;85;0
23.2;86;0
23;88;0
22.8;89;0
22.7;90;0
22.4;91;0
22.4;90;0
22.3;92;0
22.3;92;0
22.2;93;0
22.2;92;0
22.1;93;0
21.9;94;0
22.2;92;0
22.2;91;0
21.7;93;0
21.5;94;0
21.6;95;0
21.3;95;0
21.5;95;0
21.2;96;0
21.6;95;0
21.1;96;0
21.1;97;0
21;96;0
21;96;0
21.1;96;0
21.1;96;0
21;96;0
20.9;97;0
20.9;97;0
20.7;97;0
20.9;96;0
20.8;97;0
20.7;97;0
20.6;97;0
20.6;97;0
20.6;97;0
20.4;97;0
20.4;97;0
20.4;98;0
20.3;97;0
20.3;97;0
20.3;97;0
20.4;96;0
21.6;91;0
20.7;94;0
21.9;89;0
22.7;84;7
23.2;82;25
23.4;81;47
23.8;81;68
24;78;82
24.2;78;88
24.1;80;108
24.4;80;100
25.1;79;342
25.4;78;332
25.8;77;379
26;78;393
26.8;78;548
27.1;76;630
27.4;74;750
27.7;74;842
28.1;71;904
28;74;894
28.2;69;916
28.4;70;949
29.3;69;961
29.1;68;977
28.9;68;853
29;67;592
28.6;72;552
29.7;67;977
30.1;64;1060
29.7;66;993
29.5;65;693
30.2;63;905
30.3;65;911
29;69;358
29.5;68;523
28.8;69;290
28.7;70;266
29.2;67;452
29.2;68;486
29.1;67;231
28.8;67;183
28.6;70;180
28.3;70;154
27.9;73;118
27.7;75;83
27.2;77;58
26.6;80;44
25.8;83;30
25.3;84;14
24.7;86;1
24.4;88;0
24.2;89;0
23.9;90;0
24.6;89;0
24.5;86;0
24.7;89;0
25;84;0
24.7;85;0
24.5;85;0
24.1;86;0
23.9;86;0
23.7;87;0
23.6;87;0
23.6;86;0
23.4;86;0
23.8;85;0
23.4;89;0
23.4;88;0
23.2;88;0
23.3;89;0
23.7;85;0
23.6;84;0
23.7;83;0
23.2;85;0
22.7;86;0
22.4;87;0
22.8;84;0
22.8;83;0
23.2;81;0
23.1;82;0
23.2;82;0
23.2;80;0
22.8;83;0
22.8;82;0
23.2;79;0
23.4;79;0
23;82;0
22.9;81;0
23.2;81;0
22.9;83;0
22.9;83;0
22.8;83;0
22.9;82;0
23.2;81;0
23.3;79;0
23.2;78;0
23;79;0
23;79;0
22.8;81;4
22.9;81;14
22.9;81;22
23.2;80;28
23.6;79;35
23.9;79;42
24.4;77;55
24.6;77;65
25.1;76;392
25.5;74;499
26.1;74;556
26.3;71;612
27.1;71;655
27.4;70;711
27.2;69;755
27.9;69;798
27.8;68;842
27.8;69;826
28.1;70;920
28.3;69;923
28.7;69;936
28.8;66;949
29.1;63;987
29;64;998
29.1;63;1023
29.3;63;1027
28.4;68;916
28.9;67;1031
29;67;803
28.7;67;855
29.1;67;978
27.7;70;612
28.3;68;895
28.2;69;788
28.4;68;751
28.2;70;730
27.8;70;614
27.7;72;204
27.3;71;161
27.1;73;122
27.3;70;196
26.6;72;107
26.4;74;79
26.2;75;69
25.8;76;36
25.4;81;20
24.9;82;7
24.7;83;0
24;87;0
24.6;85;0
24.6;82;0
24.4;82;0
24.2;85;0
23.9;86;0
23.7;88;0
23.9;90;0
24.1;87;0
23.9;87;0
24.2;87;0
24.1;83;0
23.9;83;0
23.4;86;0
23.3;87;0
22.8;88;0
23.1;83;0
23.4;82;0
23.8;79;0
23.7;77;0
23.4;77;0
23.3;78;0
23.3;78;0
23.5;76;0
23.4;77;0
23.4;79;0
23.4;77;0
23.3;77;0
23.3;78;0
23.2;80;0
23.1;81;0
23.1;82;0
22.9;84;0
22.8;85;0
22.5;85;0
22.2;87;0
22.3;87;0
22.3;87;0
22.1;88;0
21.9;89;0
21.9;89;0
21.8;90;0
21.9;89;0
22.2;88;0
22.1;88;0
22.5;86;0
22.7;85;0
22.9;84;0
23;83;6
22.7;84;21
22.9;84;27
22.8;85;25
22.9;84;38
23.7;82;60
23.5;83;49
23.7;83;71
23.8;82;120
25.9;76;492
25.4;77;400
26.7;74;681
26.3;76;437
26.4;75;432
27.3;72;742
27.4;71;687
27.5;72;888
27.7;73;920
28.1;72;1003
28.1;73;937
28.3;72;958
28.3;72;1062
28;71;1040
28.1;71;676
27.3;73;502
28.1;70;664
28.2;72;361
27.6;72;504
27.7;73;678
29.4;67;1112
28.2;70;723
27.9;73;438
28.5;71;691
28.2;71;436
27.9;73;683
27.6;73;538
27.3;74;238
27.1;72;203
27.1;73;182
26.5;75;124
26.5;76;115
26.3;77;76
26;78;51
25.7;78;28
25.7;79;31
25.4;78;12
25.4;78;4
25.4;77;0
25.2;79;0
24.8;79;0
24.3;82;0
24.4;82;0
24.4;82;0
24.1;83;0
23.9;84;0
23.6;84;0
23.5;85;0
23.2;86;0
23.3;86;0
23.2;87;0
23.8;84;0
23.7;83;0
23.3;85;0
23.2;85;0
23.3;86;0
23.3;87;0
23.1;89;0
23.4;86;0
23.6;83;0
23.1;85;0
22.9;86;0
23.3;85;0
23;85;0
22.6;86;0
22.3;88;0
22.3;87;0
23.1;84;0
23.2;83;0
23.2;83;0
23.1;85;0
23.1;86;0
22.7;87;0
22.6;88;0
22.6;88;0
22.6;88;0
22.3;89;0
22.4;89;0
22.2;90;0
22.2;90;0
22.7;88;0
22.8;87;0
22.8;88;0
22.8;87;0
23.3;85;0
23.4;84;0
23.2;85;0
23.3;85;4
23.6;85;14
23.8;84;21
24.2;84;27
24.6;82;34
24.8;82;39
25.1;80;65
25.8;79;71
26.3;77;435
26.8;76;530
27.1;76;574
27.4;75;628
27.7;73;647
28.4;71;765
28.4;71;759
28.7;70;823
28.2;71;745
28.6;71;925
28.8;73;955
29.1;71;1178
28.6;71;724
29.2;71;936
28.9;71;871
29.2;70;918
27.8;74;412
29.2;71;829
29.1;71;1030
29.3;70;714
29.5;69;955
28.8;71;925
28.4;73;645
29.2;67;874
28.7;70;763
28.7;71;743
28;73;282
28.6;73;627
28.4;72;646
28.1;72;254
28;74;160
28.2;71;214
27.9;72;278
27.6;73;98
27.6;73;84
27.8;72;125
27.3;73;86
26.9;75;34
26.5;77;16
26.2;79;2
25.9;80;0
25.7;83;0
25.6;85;0
25.1;91;0
23.3;91;0
22.4;96;0
22.5;96;0
22.5;97;0
22.3;97;0
22.4;97;0
22.5;97;0
22.5;97;0
22.6;97;0
22.5;97;0
22.7;97;0
22.6;97;0
22.7;97;0
22.6;97;0
22.6;97;0
22.6;97;0
22.4;97;0
22.5;98;0
22.6;98;0
22.6;98;0
22.5;98;0
22.3;98;0
22.2;98;0
22.2;98;0
22.2;98;0
22.4;98;0
22.4;98;0
22.3;98;0
22.1;98;0
21.8;98;0
21.7;98;0
21.6;98;0
21.6;98;0
22.2;97;0
21.9;96;0
22;97;0
21.6;97;0
21.5;97;0
21.4;98;0
21.5;98;0
22.3;95;0
22.3;95;0
22.4;95;0
22.2;95;0
22.1;96;0
21.9;96;9
22.1;97;16
22.6;96;19
23;94;23
23.6;90;29
24.1;91;68
24.2;89;45
24.7;88;359
25;86;374
25.6;85;452
25.1;86;307
26.3;84;583
27;86;644
27.1;83;751
27.1;83;536
27.1;82;605
28.2;78;849
28.2;75;890
28.8;73;1010
28.6;80;873
28.8;79;952
29;74;918
29.1;68;942
28.9;73;878
29.6;71;1090
28.8;75;596
28.2;75;416
27.9;78;311
28.6;77;626
28.1;75;489
28.2;75;435
27;82;374
26.9;81;334
26.7;82;263
26.6;80;325
26.5;80;280
26.1;81;195
26.1;82;159
25.8;82;121
25.7;82;108
25.7;82;93
25.6;82;70
25.3;82;41
25.1;84;26
25.1;83;19
24.9;84;11
24.4;88;1
23.7;91;0
23.7;91;0
23.5;92;0
23.4;92;0
23.4;91;0
23.3;92;0
23.1;93;0
23.1;93;0
22.8;95;0
22.8;94;0
22.9;94;0
22.9;93;0
23;93;0
22.9;92;0
23.1;92;0
22.8;94;0
22.7;95;0
22.7;95;0
22.9;93;0
23.8;89;0
23.6;89;0
23.5;90;0
23.6;89;0
23.6;90;0
23.5;89;0
23.2;89;0
22.9;90;0
22.8;92;0
22.9;90;0
23.1;89;0
23.4;87;0
23.3;88;0
23.1;89;0
22.3;90;0
22.8;88;0
21.6;94;0
21.3;95;0
21.2;95;0
21.1;96;0
20.8;96;0
20.9;96;0
20.8;96;0
20.8;97;0
20.7;96;0
20.8;97;3
20.8;97;19
21.5;96;48
22.4;94;53
23.3;92;40
23.6;91;46
24.1;90;102
24.6;90;91
25.2;85;406
25.9;83;492
26.4;82;574
25.8;84;380
25.6;84;292
26.3;83;376
27.6;80;767
28.3;80;842
28.3;76;866
28.3;76;909
29.3;73;998
29.7;70;999
28.7;73;600
28.4;74;682
28.3;75;607
28.2;78;570
29.1;71;736
28.6;73;628
28.3;72;538
28.1;74;428
28.2;71;446
29.5;68;766
28.5;69;549
28.6;71;410
29.2;69;834
29.4;71;769
29.3;69;662
29.1;69;553
29.1;67;532
28.8;71;183
28.4;74;159
28.2;76;113
27.6;79;84
27.8;83;105
27.5;83;106
27.4;83;76
27;85;69
26.7;87;48
26.3;88;24
26;89;5
25.6;90;0
25.3;91;0
25.2;91;0
25.2;91;0
24.9;92;0
24.7;93;0
24.5;93;0
24.4;94;0
24.3;94;0
24.7;92;0
24.8;91;0
24.1;94;0
24.1;95;0
23.9;96;0
23.8;93;0
23.6;94;0
23.6;91;0
23.3;93;0
22.9;94;0
23.2;91;0
22.6;94;0
22.1;96;0
22.1;97;0
22.8;94;0
22.6;96;0
22.7;96;0
22.6;96;0
22.6;96;0
23.1;91;0
22.8;93;0
22.5;95;0
22.8;93;0
22.3;95;0
22.2;94;0
21.9;94;0
22.3;93;0
22.3;92;0
22.3;93;0
22;94;0
21.9;95;0
21.3;96;0
21.3;97;0
21.4;96;0
21.4;96;0
21.3;96;0
21.2;97;0
21.2;97;0
21.1;97;0
21.2;97;1
21.2;97;11
22.8;91;19
23.2;91;24
23.1;93;29
24.1;88;35
24.6;86;69
24.8;87;54
25.1;85;360
25.5;84;417
25.9;83;479
26.2;81;538
26.6;81;586
26.8;80;687
27.3;78;656
26.8;79;550
27.4;79;623
28;76;436
28.7;74;857
28.5;69;949
28.9;75;831
28.8;72;924
29.2;69;950
28.6;68;503
28.7;73;395
29;67;492
28.9;72;508
29.1;69;612
29.3;69;576
29.1;66;469
29.2;67;465
29.4;71;494
29.9;69;689
29.8;72;642
29.1;73;328
29.2;73;377
29;74;279
28.8;73;224
28.5;77;164
28.4;81;124
27.8;84;88
27.4;85;91
27.2;85;87
27.1;87;51
26.7;88;41
26.3;88;31
25.9;90;16
25.5;91;1
25.4;91;0
25.3;92;0
25.5;91;0
25;93;0
25;93;0
25.3;92;0
24.8;94;0
24.6;95;0
24.6;95;0
24.7;96;0
24.7;96;0
24.7;95;0
24.7;96;0
24.5;96;0
24.4;96;0
24.6;96;0
24.5;95;0
24.5;95;0
24.3;96;0
23.9;96;0
23.9;96;0
23.8;96;0
23.5;96;0
23.6;97;0
23.7;96;0
23.7;97;0
24.1;95;0
24.1;94;0
23.9;95;0
23.6;96;0
23.2;97;0
23.2;97;0
23.3;96;0
22.9;97;0
22.7;97;0
22.4;97;0
22.3;97;0
22;97;0
22.4;95;0
22.3;94;0
21.8;95;0
21.4;96;0
21.3;96;0
21.2;96;0
21.1;97;0
21.6;95;0
20.9;97;0
20.8;97;0
20.7;97;4
20.9;97;15
21.4;96;18
22;94;26
22.6;92;37
23.3;88;51
23.7;86;75
24.2;86;91
25;83;388
25.3;81;497
25.8;80;563
26.2;79;585
26.7;80;653
26.7;78;549
26.9;75;757
27.3;75;804
27.8;72;839
28.7;70;890
28.8;73;908
29.2;70;916
28.8;70;854
28.8;68;767
28.6;69;604
28.3;69;469
29.2;66;623
29.3;67;817
28.9;70;493
28.9;64;534
28.8;69;523
28.7;69;436
28.8;68;421
29;70;565
28.7;70;408
29.3;71;620
29.1;72;690
28;76;159
28.4;73;321
28.8;72;284
28.8;69;327
28.8;71;276
28.7;71;236
28.7;75;225
28.4;72;171
28.1;73;137
27.7;75;93
27.3;79;35
26.8;79;9
26.7;77;0
26.6;78;0
26.2;79;0
25.7;82;0
25.5;83;0
25.2;84;0
25.1;82;0
25.1;83;0
24.7;85;0
24.6;86;0
24.3;88;0
24.1;89;0
24.1;92;0
24.3;93;0
24.3;94;0
24.2;95;0
24.1;95;0
24.1;95;0
23.9;95;0
23.9;96;0
23.8;96;0
23.7;96;0
23.8;96;0
23.8;96;0
23.7;96;0
23.8;96;0
23.7;97;0
23.7;97;0
23.7;97;0
23.7;97;0
23.7;97;0
23.6;97;0
23.6;97;0
23.6;96;0
23.5;95;0
23.4;94;0
23.4;95;0
23.2;95;0
23.4;94;0
23.6;92;0
23.7;90;0
23.7;89;0
23.4;88;0
23.5;87;0
23.4;86;0
23.6;85;0
23.7;85;0
23.6;84;0
23.8;84;0
23.8;83;1
23.8;83;18
23.9;83;44
23.9;83;71
23.9;84;86
24.2;83;116
24.6;82;152
25.2;81;170
25.7;80;367
25.7;79;272
25.9;80;289
26.4;79;456
26.9;77;469
27.2;76;554
27.6;73;705
28;73;869
28.3;72;876
28.3;73;936
29;71;937
28.3;70;953
29.3;70;951
29.4;69;972
29.8;64;988
29.8;68;1015
29.6;67;967
30.1;64;578
28.7;71;280
28.6;69;497
27.9;72;233
28.8;70;505
27.7;74;133
28.3;74;337
28.6;72;392
27.9;74;239
27.6;76;271
27.2;77;281
26.9;77;211
26.7;79;161
26.6;79;94
25.8;79;53
25.3;81;78
24.9;82;58
24.3;85;57
23.1;91;29
22.4;94;28
22.3;94;22
22.3;94;15
22.6;93;5
22.7;92;0
22.8;91;0
22.5;93;0
22.3;94;0
22.3;94;0
22.4;95;0
22.4;93;0
22.5;93;0
22.3;93;0
22.4;91;0
22.6;91;0
22.6;90;0
22.3;92;0
22.6;91;0
22.6;91;0
22.7;90;0
22.9;89;0
23.1;87;0
23;88;0
22.9;89;0
22.9;88;0
22.6;90;0
22.6;89;0
22.7;88;0
22.8;87;0
22.7;87;0
22.6;87;0
22.6;87;0
22.5;89;0
22.7;87;0
22.7;87;0
22.6;88;0
22.8;87;0
22.9;88;0
23.1;88;0
23.1;87;0
23.2;87;0
23.1;88;0
23.1;89;0
22.8;89;0
22.7;91;0
22.7;91;0
22.7;91;0
22.5;92;0
22.6;92;0
22.8;91;0
23.3;87;0
23.5;86;0
23.5;86;1
23.6;86;15
23.6;85;42
23.7;86;58
23.7;86;57
23.8;86;66
24.1;85;117
24.1;84;122
24.2;84;133
24.3;84;154
24.3;83;188
24.6;83;241
24.4;83;198
24.6;82;250
25.2;82;355
26.2;78;610
26.8;74;911
27.3;76;937
27.2;73;913
27.6;74;912
28;74;1103
27.7;72;956
28.4;77;1037
27.5;72;881
27.6;75;714
27.8;72;1170
27.6;74;1054
27.9;74;996
28.2;71;898
27.5;74;783
27.2;74;719
27.7;72;943
27.8;73;899
26.9;74;448
26.7;75;389
27.1;75;441
27.4;74;756
26.3;77;310
25.8;79;199
25.6;80;150
25.4;79;144
25.3;80;99
25;81;74
24.8;80;43
24.7;80;21
24.6;81;21
24.6;80;13
24.6;79;0
24.5;78;0
24.3;78;0
24.2;79;0
24.2;80;0
24.3;79;0
24.3;77;0
24.4;76;0
24.3;77;0
24.2;78;0
24.2;77;0
24;77;0
24.1;75;0
23.9;76;0
23.9;77;0
23.9;78;0
24;78;0
24.2;78;0
24.2;80;0
24.2;79;0
24.4;80;0
24.3;80;0
24.1;81;0
23.8;82;0
23.4;84;0
23.4;84;0
23.4;84;0
23.3;84;0
23.3;83;0
23.3;82;0
23.1;83;0
23.1;84;0
23.1;83;0
23.1;83;0
22.9;84;0
22.7;84;0
22.6;84;0
22.6;83;0
22.5;84;0
22.5;84;0
22.4;83;0
22.3;84;0
22.3;83;0
22.3;84;0
22.3;84;0
22.4;83;0
22.5;83;0
22.3;83;0
22.4;82;0
22.5;79;0
22.4;78;5
22.4;78;15
22.4;79;33
22.5;79;70
22.7;79;99
22.6;80;105
22.8;80;119
23.7;77;265
23.4;79;199
23.5;79;197
23.6;78;211
23.6;79;205
23.5;79;150
23.3;80;210
23.4;79;230
23.6;80;278
23.5;81;234
23.4;81;250
23.6;79;338
23.6;80;328
25.2;77;675
26;73;1027
25.9;75;599
25;76;438
24.4;80;356
23.9;82;373
23.9;82;327
24.3;81;366
24.9;80;480
25.4;79;487
26.2;78;739
25.3;79;336
25.2;79;304
24.9;80;241
24.6;82;183
24.7;82;217
24.7;82;169
25;82;262
24.6;82;151
24.4;82;112
24.1;84;67
23.8;85;44
23.6;86;30
23.3;88;16
22.7;91;6
22.4;92;0
22.2;94;0
22.3;94;0
22.6;92;0
22.6;92;0
22.7;91;0
22.8;91;0
22.7;91;0
22.7;91;0
22.7;91;0
22.6;91;0
22.6;90;0
22.6;89;0
22.4;90;0
22.4;90;0
22.4;89;0
22.4;89;0
22.4;89;0
22.4;89;0
22.3;89;0
22.3;88;0
22.4;88;0
22.3;87;0
22.2;88;0
22.2;88;0
22.2;87;0
22.2;87;0
22.2;86;0
22.3;85;0
22.2;85;0
22.1;85;0
22.3;83;0
22.4;83;0
22.4;83;0
22.4;83;0
22.4;82;0
22.5;83;0
22.4;83;0
22.5;83;0
22.5;84;0
22.6;84;0
22.3;85;0
22.4;85;0
22.4;85;0
22.4;85;0
22.6;85;0
22.7;84;0
22.7;85;0
22.8;85;0
22.9;84;0
22.8;84;2
22.8;85;14
23.1;84;28
23.1;85;45
23.1;85;78
23.2;84;81
23.8;83;154
23.8;83;167
24.2;83;335
25.2;80;635
25.7;80;451
25.5;80;359
25.2;82;330
25.8;80;547
27;76;731
27.4;74;816
27.3;73;813
27.7;74;827
28.2;73;860
28.4;73;884
28.4;72;903
28.4;73;934
28.1;74;962
28.7;74;954
28.6;71;939
28.9;70;941
28.8;71;969
28.5;73;350
28.8;72;825
28.4;71;840
28.9;72;861
28.9;71;825
28.8;69;796
28.8;71;807
28.7;71;512
28.5;75;555
28.7;71;622
28.1;76;219
27.7;76;158
27.6;75;203
27.7;75;161
27.7;74;154
27.2;76;102
26.5;78;49
26.1;79;38
25.8;78;33
25.3;79;12
25.1;82;0
24.8;82;0
24.9;81;0
24.7;82;0
24.4;82;0
24.3;83;0
23.9;83;0
23.9;83;0
23.8;84;0
24.2;83;0
24.3;81;0
24;84;0
23.8;83;0
24.2;81;0
24.1;82;0
24.2;82;0
24.1;82;0
23.9;83;0
23.3;86;0
23.1;87;0
23.4;85;0
23.6;85;0
23.4;86;0
22.9;89;0
22.7;89;0
23.3;87;0
22.7;90;0
22.5;90;0
22;92;0
21.7;94;0
21.8;94;0
22.3;92;0
23.2;89;0
22.9;90;0
22.9;90;0
23.1;90;0
23.1;89;0
23.1;89;0
22.9;89;0
22.8;89;0
22.8;89;0
22.4;91;0
21.8;94;0
22.3;92;0
21.8;94;0
21.9;94;0
21.8;94;0
21.7;95;0
21.8;94;0
21.7;94;4
22.5;91;23
22.2;93;26
22.9;91;32
23.7;88;39
24;87;46
24.4;86;63
24.8;86;110
25.4;84;388
25.4;82;451
25.9;81;512
26.4;82;568
26.3;80;615
26.7;81;614
27.6;77;730
27.3;76;498
27.9;78;662
28.6;75;985
28.3;75;890
29.3;70;932
29.9;69;939
28.8;70;680
29.6;69;945
29.9;69;952
29.1;68;441
29.3;71;548
29.5;70;663
28.3;73;264
29.2;73;729
29.5;70;566
30.1;68;919
30.1;71;882
30.4;68;766
30.3;67;713
30.4;67;655
29.8;66;370
29;72;205
28.7;75;224
28.7;74;176
28.6;77;119
28.6;75;145
28.7;74;109
27.8;82;58
27.6;83;46
27.3;84;39
26.7;86;26
26.1;88;10
25.7;89;0
25.6;88;0
25.6;89;0
25.3;89;0
25.1;89;0
25.1;90;0
25.2;90;0
25.2;90;0
25.1;91;0
25;92;0
24.6;93;0
24.3;94;0
24.3;95;0
24.2;95;0
24.1;96;0
24.5;95;0
24.6;95;0
24.6;95;0
24.7;95;0
24.5;95;0
24.4;95;0
24.3;95;0
24.1;96;0
24.1;96;0
23.8;95;0
23.7;96;0
23.7;94;0
23.2;95;0
22.6;95;0
22.5;96;0
22.3;96;0
22.2;95;0
22.1;96;0
22.4;94;0
22;96;0
22.1;95;0
22.1;95;0
21.8;96;0
21.9;95;0
22.2;94;0
21.8;96;0
21.7;96;0
21.5;97;0
21.5;97;0
21.4;97;0
21.8;95;0
22;94;0
22.2;93;0
21.6;95;0
21.4;96;2
21.8;95;9
22.6;92;16
22.6;92;21
23.2;90;29
23.9;87;37
24.3;87;49
24.6;86;78
25;83;372
26;80;444
26.4;80;530
26.4;82;582
26.9;81;619
27.1;78;676
27.6;78;676
27.8;79;740
27.3;76;579
27.5;74;848
27.8;74;594
28.1;78;566
28.6;72;968
28.4;72;578
29.1;70;996
29.4;69;966
29.7;70;1000
29.3;73;496
28.8;70;744
29.4;68;907
29.7;69;890
30.6;68;891
30.5;65;876
29.3;68;393
28.8;70;226
29.2;70;356
29.4;72;690
29.1;70;448
28.7;72;424
28.6;72;236
28.1;74;146
27.2;77;59
26.8;79;64
26.9;79;70
27.2;79;59
27.2;78;60
26.9;80;50
26.7;81;28
26.3;82;14
25.3;87;0
24.9;88;0
25.3;84;0
25.1;84;0
25.1;85;0
25.1;84;0
24.8;87;0
24.9;87;0
25.1;85;0
24.1;90;0
23.7;92;0
23.7;92;0
23.8;92;0
23.6;94;0
23.7;94;0
23.4;95;0
23.9;94;0
23.9;94;0
23.7;93;0
23.5;92;0
23.3;92;0
23.2;92;0
23.3;93;0
23.2;93;0
23.1;92;0
23.1;91;0
23;91;0
22.9;91;0
22.7;92;0
22.6;92;0
22.6;93;0
22.6;92;0
22.7;92;0
22.7;92;0
22.6;92;0
23;90;0
23.2;89;0
23.2;88;0
22.4;91;0
22.2;93;0
22.3;93;0
23.1;90;0
23.1;90;0
23.2;89;0
22.9;90;0
22.7;91;0
22.7;91;0
22.1;93;0
21.9;94;0
22.3;93;1
23.1;90;10
23.5;89;17
23.4;90;22
23.8;88;27
24.4;87;32
24.7;86;47
25.1;85;87
25.6;83;432
25.3;84;172
26.4;81;473
26.9;82;644
27.7;78;649
26.8;79;379
26.8;83;294
26.8;80;523
28.2;78;702
28.2;76;857
28.4;75;918
28.7;73;964
29.2;73;1016
29.3;71;1024
29.1;71;978
29.7;69;1117
29.1;71;542
28.9;72;453
29.6;71;735
29.6;68;845
29.4;71;898
29.6;71;765
27.9;75;337
27.9;76;355
28.6;75;454
28.2;74;397
27.8;76;288
28.2;76;463
27.6;76;241
27.2;76;205
26.8;79;144
26.8;79;143
26.9;77;150
26.7;78;100
26.4;80;55
26.2;80;64
26.2;80;41
26;80;33
25.6;81;9
25.3;81;0
24.9;82;0
24.7;83;0
24.4;84;0
24.2;85;0
24;86;0
23.9;86;0
24;86;0
24.1;85;0
24.2;85;0
24.1;86;0
24.1;86;0
24.1;86;0
24;87;0
24;87;0
23.9;87;0
23.8;87;0
23.8;86;0
23.8;87;0
23.8;87;0
24;86;0
24.1;85;0
24.1;84;0
24.1;84;0
23.9;85;0
23.9;84;0
23.9;84;0
23.8;85;0
23.8;85;0
23.8;84;0
23.7;84;0
23.7;83;0
23.6;82;0
23.6;81;0
23.7;80;0
23.7;79;0
23.5;80;0
23.4;80;0
23.6;79;0
23.7;79;0
23.6;79;0
23.6;78;0
23.6;77;0
23.3;77;0
23.2;77;0
23.1;77;0
22.8;78;0
22.9;76;0
23.1;76;0
23.1;75;0
23.1;76;9
23.1;76;27
23.1;77;54
23.2;77;57
23.3;76;83
23.4;78;124
23.5;77;162
24.3;74;406
24.3;74;324
25.2;75;437
25.4;73;452
25.2;73;372
25.9;74;407
25.6;74;369
26.4;72;787
26.9;73;770
25.9;74;588
27.1;74;929
27;71;558
27.2;72;684
27.3;71;578
27.6;70;1021
28;69;994
27.6;69;812
28.3;69;1057
28;70;789
29;68;1020
28.1;70;667
27.6;70;484
27.5;70;464
27.6;71;452
27.6;70;480
27.3;70;465
27.4;72;482
27.3;71;466
26.8;72;275
26.3;73;173
26.3;73;144
26.4;72;136
26.2;72;126
26.3;73;114
26;75;90
25.7;75;62
25.5;74;35
25.3;75;19
25.1;77;7
24.8;77;0
24.7;77;0
24.4;78;0
24.4;76;0
24.4;76;0
24.5;74;0
24.7;74;0
24.9;72;0
25.1;72;0
25.2;71;0
25.1;71;0
25.1;72;0
25.1;72;0
25.1;71;0
24.9;73;0
24.8;74;0
24.8;73;0
24.7;74;0
24.6;74;0
24.7;74;0
24.8;73;0
24.9;73;0
24.7;73;0
24.6;75;0
24.4;74;0
24.3;76;0
24.2;76;0
24;77;0
23.9;77;0
23.9;78;0
23.8;79;0
23.7;80;0
23.8;79;0
23.8;80;0
23.7;81;0
23.6;81;0
23.6;81;0
23.7;81;0
23.3;82;0
23.2;81;0
23.2;81;0
23.2;80;0
23.1;80;0
23;80;0
22.8;80;0
22.8;80;0
22.8;80;0
22.7;80;0
22.6;79;0
22.3;80;0
22.3;79;12
22.6;78;31
22.7;77;60
23.2;77;103
23.7;76;139
23.9;74;164
24.1;74;218
24.2;75;255
24.3;74;275
24.6;75;336
25.6;72;538
26.3;69;644
26.6;72;696
26.8;68;744
27.5;66;786
27.5;65;834
27.3;66;669
26.8;67;430
26.2;69;296
26.7;71;384
27.7;67;813
28.1;66;1064
27.2;65;661
26.7;67;412
27.3;68;597
28.1;64;1052
28.3;62;940
27.7;63;655
27.8;67;736
27.8;64;682
27.7;66;567
27.3;65;532
26.8;68;271
27;65;402
27.4;65;422
26.7;66;265
26.3;71;147
25.9;70;128
25.8;72;114
25.8;70;145
25.6;71;116
25.4;71;82
25.3;72;67
25;74;41
24.2;80;25
23.9;78;8
23.6;82;0
22.9;83;0
23;82;0
23.2;83;0
22.9;82;0
23.3;82;0
23.7;77;0
23.8;79;0
22.6;83;0
23.3;78;0
23.8;76;0
23.8;76;0
23.8;75;0
23.5;76;0
23.1;78;0
22.7;80;0
22.6;80;0
22.6;80;0
23.2;79;0
22.1;81;0
22.5;81;0
21.7;86;0
21.4;86;0
21.5;86;0
20.9;89;0
21.7;83;0
20.6;87;0
20.1;89;0
20.4;86;0
20.3;86;0
20.2;84;0
20.4;84;0
20.2;85;0
20.7;84;0
20.6;85;0
21.3;82;0
21.4;82;0
21.1;84;0
22.2;79;0
21.8;80;0
22.6;78;0
22.6;79;0
22.6;79;0
22.8;79;0
22.7;78;0
22.6;78;0
22.7;78;0
22.4;79;0
22.3;80;0
22.4;80;2
22.7;79;18
22.7;79;30
22.9;78;38
